,Train,Test
0,1.3538862562804632,1.5188053870573421
1,0.6441637400384252,1.1417653781505235
2,0.5420614690816358,1.0262116999557296
3,0.4735154281841235,1.0315419737128455
4,0.43760173285052123,1.0047116030462053
5,0.408024070414711,0.9599015864181564
6,0.3939257044247474,1.0309788129608775
7,0.3815355370107215,0.9190475304417589
8,0.3505769916688012,0.9035226002928656
9,0.3290663371037008,0.9132701658343183
10,0.30910510896296983,0.8494849192140191
11,0.29879390501350944,1.0204208918660267
12,0.28029858072598773,0.8864792128103054
13,0.2721074168824971,0.8449761705442229
14,0.25880362595734974,0.8531074326853244
15,0.24511749545733133,0.8506218208258346
16,0.25304230645801246,0.8642577614402972
17,0.22589490615696498,0.8072660799329936
18,0.21264908242314942,0.8492713517057682
19,0.20471899830893184,0.8199110059121187
20,0.1923901220218519,0.8483899797200177
21,0.18848469027419215,0.8582906011993705
22,0.19116466919357858,0.8970027769956984
23,0.19661588336198071,0.8388848048890156
24,0.16646294680874,0.788231662339527
25,0.17953065099117907,0.7732827980585245
26,0.15694679596116035,0.810207220482633
27,0.1493620029493664,0.8352035817173958
28,0.177937946767173,0.8048896355095416
29,0.14872325256411056,0.8079114051524134
30,0.1420044381910942,0.7738924804701832
31,0.12667970624420974,0.7842360596512914
32,0.12622957648744298,0.8017083992487222
33,0.12248184713308284,0.7665302482193815
34,0.11391645644822818,0.8182145898381603
35,0.12438329479444339,0.7984181406689149
36,0.11626178603828623,0.7769227520014543
37,0.11004689243737231,0.7768527177965415
38,0.11316492098770785,0.8430846244415179
39,0.13301018184602037,0.8144174253099384
40,0.10238760439086049,0.7870015987169159
41,0.12917767152580875,0.7906408458860656
42,0.09297320829906713,0.7680439789474074
43,0.10559554099478526,0.8126798913948299
44,0.1082863463612085,0.8041705841103868
45,0.08564237579145235,0.7867990802596038
46,0.07899572641661998,0.7696769331855591
47,0.08084385676051346,0.7615891165810039
48,0.07626373104555777,0.7701343354084856
49,0.0769782050160433,0.7874942298952761
50,0.07492944225668907,0.7725182699320167
51,0.08074198734391941,0.782445175513088
52,0.07594752892126305,0.7950536833831762
53,0.0707247331598948,0.7716153386586203
54,0.10254415919941463,0.8055394633885378
55,0.10130233761299862,0.8328466111958356
56,0.1284242006444306,0.7711325028811288
57,0.07113846161224868,0.7526370509068031
58,0.059324089256341986,0.7640347034561392
59,0.05533617785137691,0.7660020346986978
60,0.05344638338640388,0.7549738085044583
61,0.05116726968730433,0.7709421133426793
62,0.05241363791379143,0.7618652438703132
63,0.05569294722897283,0.8394373788147224
64,0.11282630116863644,0.8064946865159273
65,0.07070868039566479,0.7632134784565462
66,0.05729357768478018,0.7582758291794742
67,0.04870938981293739,0.7552131427990182
68,0.0452230895558993,0.7592837262128431
69,0.04507115710708086,0.757393727577445
70,0.04623762501424618,0.7976362706070511
71,0.06057485033956806,0.7827067628802024
72,0.05772012896305613,0.7795369442855442
73,0.05149676345205039,0.7493652141302758
74,0.04821990049454603,0.7832263213333788
75,0.04485765118361189,0.7748192516979483
76,0.046967478392275976,0.7708828039148037
77,0.04619544047569291,0.7765335167211532
78,0.04382354859611515,0.769167293303587
79,0.07223338850037882,0.783612506468279
80,0.10159732168365954,0.7995828931091172
81,0.06859294248375107,0.7619451657418733
82,0.04396393267291315,0.7577099797310537
83,0.038115887327140635,0.7542182426994586
84,0.03490777844598007,0.7546552577684418
85,0.0340389000523961,0.7559818824552182
86,0.03375631503146909,0.7745641583188173
87,0.03829247000093541,0.7594350062584505
88,0.03380291113692723,0.7637405019278424
89,0.0341751543309693,0.7678053729254497
90,0.07428262494364928,0.8994810013224069
91,0.1337751972625095,0.8028518275446465
92,0.05656784191057923,0.7618464521081344
93,0.039894719786021146,0.7530192108351369
94,0.03408637401483925,0.7552128798863383
95,0.03148588926744149,0.7507312192846327
96,0.029770537638820514,0.7570212631700352
97,0.030288794430230886,0.7607330997686956
98,0.030094930399837117,0.7753377916444225
99,0.03404789910501755,0.7621351965187273
