,Train,Test
0,7.105666601361104,4.793268182012583
1,4.533809850002018,4.3083743115217175
2,4.041445724501639,3.8302671193544664
3,3.6721399756539532,3.616408153362393
4,3.396212300206082,3.3750862747735226
5,3.1543599526722033,3.1239606071920956
6,2.962003267780051,2.9810673022922445
7,2.8083983710697975,2.835800242561178
8,2.6756220114740645,2.7437079791187386
9,2.580929684493395,2.6497846305321344
10,2.4842100851185283,2.5828531947622446
11,2.417166913266807,2.5251793901139585
12,2.350792985614223,2.5286481605808375
13,2.311397717557865,2.5490440520039885
14,2.2792249290861397,2.3946630037403365
15,2.22183756707363,2.385785756654774
16,2.1864000431748836,2.3950053563598903
17,2.1651083281926002,2.342247968662285
18,2.1360352742610376,2.333568510741041
19,2.110379993103658,2.318386615799307
20,2.088746373784436,2.3118006916859066
21,2.0626767508129156,2.396603041332317
22,2.0442776481777134,2.4115046847940147
23,2.0359486691993185,2.281063001452862
24,2.0168445914381823,2.2630059507736595
25,2.0012151283409296,2.272121843743579
26,1.981804157994397,2.3041665217287735
27,1.9800998420433127,2.308510416981983
28,1.9716024901621663,2.258223828007473
29,1.950447440091407,2.2614562475892654
30,1.9410761375839356,2.2671295610324615
31,1.9308687916603824,2.294324426313962
32,1.913632083465483,2.2698609416048416
33,1.9114136777611728,2.276660644631578
34,1.894038912386556,2.270181921707768
35,1.8959937717165394,2.322431257301
36,1.8868980412194292,2.236349448248494
37,1.8658659828834658,2.312748718082562
38,1.8665567572097814,2.260511272233795
39,1.8556383524550244,2.2861898058776746
40,1.8545275786047308,2.359913153142818
41,1.8446163364059212,2.2923555193868927
42,1.8292477730015961,2.253429447329491
43,1.8191840714722969,2.243751799093105
44,1.813662198968424,2.2772788934281025
45,1.805555715310064,2.2758531417031516
46,1.8059161657904055,2.247771731281807
47,1.7879264748897168,2.221710108333425
48,1.7832434710452902,2.2478872032474575
49,1.7756806503948106,2.2023429445107947
50,1.7687992598877205,2.308192917896686
51,1.763921639571004,2.2178465603690367
52,1.7530081880210207,2.2424988307148914
53,1.7639684915094658,2.231545685126186
54,1.7541029867626456,2.2487395312201883
55,1.7491497597038157,2.2785415407552314
56,1.7339076968972926,2.2185283507261673
57,1.7332107941832213,2.2290110026528973
58,1.723472933973041,2.289415139805981
59,1.7154577834441551,2.252498759732947
60,1.7136490361799148,2.202386940058876
61,1.7068399666843979,2.2419937275322974
62,1.7116525790231112,2.228367268794213
63,1.6941771949048667,2.2488176292749977
64,1.7002501220084962,2.2719898481414926
65,1.702501265192995,2.2778314274914098
66,1.686023245287815,2.2522096086363006
67,1.6802126450290027,2.235267150957735
68,1.670161519099872,2.2684195889012417
69,1.669136294852741,2.2494406543931897
70,1.666906182057088,2.2460606991439915
71,1.6604366855701969,2.2598846765195484
72,1.657646597859556,2.245897039359929
73,1.6501151868131252,2.3060191083825
74,1.6528807098230547,2.2248222375260394
75,1.6453237181932727,2.234357446211667
76,1.6490274384974761,2.231154064372404
77,1.637530736264739,2.227633904554173
78,1.6384266550521887,2.2473721864204723
79,1.6304127965078716,2.2300225777764324
80,1.628787118652831,2.2737775477666564
81,1.616928938018598,2.291017841170256
82,1.6271145074453752,2.240764596868992
83,1.6112691974236741,2.2199491845955377
84,1.6067918353710111,2.2605817507477
85,1.6063051809442608,2.2695646125889306
86,1.6027110304951164,2.209830369778022
87,1.603471500037029,2.2532133053372805
88,1.6034858665761953,2.2465975946057104
89,1.598585114673921,2.303665125301442
90,1.5975093961937878,2.3025318793851866
91,1.5987326842398082,2.2619559554632693
92,1.5880334782118861,2.2469032460484017
93,1.5901066199777942,2.232301864991295
94,1.5845690030007924,2.2281673530380646
95,1.5754802711360496,2.2893078535168865
96,1.5707586334590455,2.2615757290852576
97,1.5779871200384137,2.2743106997459583
98,1.5749837372324287,2.2997852453984495
99,1.5691183401195585,2.26845416259049
