,Train,Test
0,2.1371843790212894,1.7773521900792855
1,1.705239712212107,1.6533270568596836
2,1.6139520333932005,1.572302642388706
3,1.5360503300863457,1.5118303656144167
4,1.4780396601021597,1.4702646914566433
5,1.4368581593232628,1.442601567494893
6,1.3990456331722498,1.407368609697253
7,1.371231107882011,1.3969826711180122
8,1.3545272486374489,1.3739019136158979
9,1.3343226441535214,1.3568216852141306
10,1.3156086652141157,1.348023780427713
11,1.2986319828839747,1.3283956558390573
12,1.2809355335092254,1.3263468162910164
13,1.2700997694045963,1.29854307480369
14,1.2537773075995169,1.294953119954943
15,1.244057931660374,1.3004877776400898
16,1.2335040314816823,1.2824605592640546
17,1.2214815864657056,1.2741123480291257
18,1.2171943760522939,1.269432796143696
19,1.205768591980242,1.270549020367468
20,1.1984933691441368,1.2527036721736904
21,1.1890546640581567,1.2526165813407077
22,1.1886691717319837,1.239744449090101
23,1.1812447816231486,1.2447134234948072
24,1.1751501605845551,1.2379507880206957
25,1.1715458489293054,1.2282288826672252
26,1.1649630818920216,1.231099133985877
27,1.1604875695151082,1.2390595378206133
28,1.1587470104124358,1.2238308453176368
29,1.1518674592783664,1.2244769225479417
30,1.1489447099381962,1.2207872624322815
31,1.1434312070575103,1.2244281067847647
32,1.141542679270202,1.2308770807133436
33,1.1392686368714704,1.2230535751079412
34,1.135074574827532,1.2168243146634121
35,1.129290396532244,1.2120927544397075
36,1.1276963882571713,1.2131156137575492
37,1.1249375152946246,1.2145250460848753
38,1.124209530088139,1.2100565481370669
39,1.12119710534993,1.209364904153091
40,1.1177849025444113,1.206084647900316
41,1.1144359578768264,1.213031857929362
42,1.1147205830740223,1.2108720432526492
43,1.1120743459801878,1.219006093970148
44,1.108942823378678,1.2059351083635235
45,1.106831266097252,1.2020144971502882
46,1.1057654142155788,1.1963778230748408
47,1.1023628313029636,1.2117858659189549
48,1.1002943000641157,1.2008062230318775
49,1.098767936537668,1.1972223093521712
50,1.0961382249645808,1.2055296934279418
51,1.0958406365270512,1.1918704767553014
52,1.0919005880897847,1.1955117027118787
53,1.0902766432208935,1.199186532223352
54,1.0896097371812268,1.1937829976464236
55,1.0864855694961189,1.1952336459032762
56,1.08794898139081,1.2110653328926362
57,1.0813585402765091,1.2035324618026126
58,1.0856789320273375,1.1992043260818666
59,1.0825704952090376,1.1930222707804177
60,1.0799877053418032,1.2161942701797692
61,1.0814028201723613,1.1958005725322678
62,1.0770205116540739,1.186076509234518
63,1.0764545539893584,1.20430952419036
64,1.075069635336586,1.198860087836448
65,1.0718583880931125,1.192871910705244
66,1.070570286981037,1.1938058589564895
67,1.0706898538984564,1.2014780746626577
68,1.0669684218038915,1.1906973155882628
69,1.06742400538479,1.1896313108216012
70,1.0636270194895785,1.1925439542345113
71,1.06461690383766,1.1917920230741412
72,1.0646589261480988,1.1912177653467766
73,1.0626229483401513,1.1959333313425424
74,1.061888276998736,1.2038277812696643
75,1.0598644366730205,1.1863488760215093
76,1.0598593916115822,1.1899164470132002
77,1.0577926475601949,1.1961817341090453
78,1.0568302338422324,1.1914950132621935
79,1.0559803192578554,1.1862679446010895
80,1.05547614285732,1.1928579221382603
81,1.0538665345712914,1.1886823456430429
82,1.0519709585977306,1.1872343677190655
83,1.0511509530585716,1.188456163700861
84,1.050977210586426,1.1834579311906976
85,1.0508791686448204,1.1884831724920448
86,1.0476885873871602,1.1994200578048866
87,1.050873173016682,1.1932904157361977
88,1.046065090854944,1.1998595824134703
89,1.04743075505172,1.1942262854446781
90,1.048117649728785,1.1847933591972764
91,1.044099051384592,1.201190415046802
92,1.0458696125929992,1.1902413605048061
93,1.0417520960713285,1.1911565537210276
94,1.0429597862341304,1.187855538563842
95,1.0413323832879664,1.1937215145980442
96,1.0406850089540836,1.2018056459461592
97,1.0401194686898607,1.1875803419943776
98,1.0416436688112731,1.1986587665947976
99,1.0385804854126925,1.1899231421047496
