,Train,Test
0,1.5587283067156754,1.2039624659041221
1,1.0903761059311758,1.1166506319156875
2,0.9706012564905936,1.00575341010466
3,0.9235477738673836,1.0370864781384963
4,0.8784344196879511,0.9863564776915178
5,0.8412537981277903,0.9053680551042296
6,0.8195693693344668,0.8503320873014605
7,0.7826125397823293,0.83939762827627
8,0.769046739716662,0.7738217114422458
9,0.7479277219835051,0.7814922066547787
10,0.7294406283344109,0.7723237317367326
11,0.7169583301803998,0.9028201929291495
12,0.6986361638712402,0.7616580168350182
13,0.6854328487808573,0.7616521889186177
14,0.6650882807344605,0.770286404108153
15,0.6563841895689814,0.7535753402265428
16,0.6421411021207072,0.7812578749513912
17,0.6296521758406081,0.7299404395666567
18,0.6190533596845567,0.7272399108119032
19,0.604074384892922,0.7239536760949858
20,0.5984168610364521,0.7357344000051458
21,0.5835632378084104,0.7300608976634438
22,0.577203703800128,0.7093959286891198
23,0.5686684580910872,0.7297131289922955
24,0.5554436343888712,0.7011848014187922
25,0.54735754803348,0.7240828828407423
26,0.5368490389895136,0.7187017486928787
27,0.5286926703309721,0.6964558224254221
28,0.515814565741551,0.6938195093089291
29,0.5121639191600402,0.6910623532163435
30,0.5032190069339263,0.6914049359964656
31,0.49333833290299883,0.6903971204794641
32,0.4860837541874052,0.696003031783839
33,0.4749137356058428,0.695151801370771
34,0.47113605526032276,0.6966314103607002
35,0.46352395453101425,0.6859717203359502
36,0.4620874107527923,0.6953770297506094
37,0.45176525913028437,0.6937971846576139
38,0.44457105016305226,0.6957344864404886
39,0.4374720981950881,0.6944035051629565
40,0.43022205461185825,0.6960415225416978
41,0.42411112838532794,0.6998480391135669
42,0.4184438589034701,0.694928363915605
43,0.4116903238869878,0.6942469952209211
44,0.4049556735201361,0.7024151579908492
45,0.40109883187913514,0.6911609486625468
46,0.39797589741384776,0.7002884369438434
47,0.39471543309777035,0.7251292450741254
48,0.3907338366815326,0.6926414715203795
49,0.384300932603131,0.7100199107848325
50,0.3826855052211801,0.693717675210725
51,0.37403312326877425,0.6962440977973307
52,0.37011017493935133,0.6953866218924313
53,0.3670828043154676,0.6982848130580306
54,0.36452026345350197,0.6969471516933354
55,0.35816481456111554,0.7084430634618519
56,0.3553095023191944,0.6927214361936312
57,0.3509075948334233,0.7021660965429837
58,0.34838207104554364,0.7119311000926541
59,0.34656601136365706,0.7000862018622828
60,0.3427951237919074,0.7046835914917279
61,0.33984699769723353,0.697916710728055
62,0.33608648448328615,0.7089150487725774
63,0.3345588181516048,0.7213769446687966
64,0.32719229350016116,0.7039046410007125
65,0.32379754824837703,0.7013232644432599
66,0.3244189626317228,0.7130797261067563
67,0.3199652165468448,0.6998235914255653
68,0.3197501492281932,0.6967352367390821
69,0.31262558821838976,0.7152182850127239
70,0.31027038173532195,0.7088638907295165
71,0.3093066618945353,0.7005957283435663
72,0.30596622165350246,0.7057303536927825
73,0.3033587549733914,0.7134515592521998
74,0.3014263221219763,0.7007448654492808
75,0.30007853597304585,0.7011029532471634
76,0.2941148139434893,0.7023799828944441
77,0.29219785115706526,0.6959554342592603
78,0.2974528012112196,0.692231400382201
79,0.2938351805862993,0.7152239732707598
80,0.28826078339998235,0.7069919119422056
81,0.28942276685100143,0.7118470719740454
82,0.28394254759311005,0.7021861126742845
83,0.2802764798145778,0.6999700686118966
84,0.27982981670289153,0.706749541414894
85,0.28093703557986954,0.6979292150365084
86,0.2783323058000245,0.7043008991876119
87,0.277317770185914,0.7073757541393806
88,0.2758540661192769,0.7009521457837391
89,0.2720155895120272,0.6999432487192184
90,0.2713243927318426,0.7007195237126025
91,0.2696492796201222,0.7065124484845222
92,0.26855695314841854,0.7004126264859466
93,0.26449560872709993,0.703879943794805
94,0.26295842198823866,0.695830796139193
95,0.2604599779847084,0.7030156614691687
96,0.2631519178148165,0.6993474736940949
97,0.2584530925067617,0.7076432645299897
98,0.25924589587467384,0.7152718048469693
99,0.25711127657910476,0.7071562945121916
