,Train,Test
0,57.254429976145424,3.616929848988851
1,4.304791867733002,3.262427806854248
2,4.182709475358327,3.201195240020752
3,3.8689995408058167,3.146833896636963
4,3.71792463461558,3.0732237497965493
5,3.52215705315272,3.0295671621958413
6,3.4225093722343445,3.00940736134847
7,3.3581175208091736,2.9750897884368896
8,3.1563193003336587,2.8770835399627686
9,3.065720876057943,2.823732296625773
10,3.010699987411499,2.832768678665161
11,2.975182811419169,2.7718253135681152
12,2.963283360004425,2.7287049293518066
13,2.786976675192515,2.7656960487365723
14,2.775097906589508,2.680731773376465
15,2.695572634538015,2.705418666203817
16,2.76907080411911,2.6817148526509604
17,2.683581531047821,2.733567953109741
18,2.6099624236424765,2.630045255025228
19,2.5763490994771323,2.8624277114868164
20,2.557899534702301,2.8855532010396323
21,2.4624149203300476,2.7076364358266196
22,2.4172521034876504,2.698489268620809
23,2.4834073980649314,2.632873058319092
24,2.428291360537211,2.7345107396443686
25,2.3773024479548135,2.91845440864563
26,2.325766831636429,2.7979588508605957
27,2.3426512678464255,2.6531670093536377
28,2.3170946637789407,2.62848162651062
29,2.442232588926951,2.640923102696737
30,2.315850575764974,2.7479995091756186
31,2.2883482376734414,2.7396342754364014
32,2.249300022919973,2.705830732981364
33,2.181883951028188,2.699704964955648
34,2.0455451607704163,2.725614309310913
35,2.033262977997462,2.681965986887614
36,2.026663233836492,2.698281208674113
37,1.9724616309007008,2.747255007425944
38,1.8630303740501404,2.9692393938700357
39,1.7339860598246257,2.9188268184661865
40,1.7456284364064534,2.8545130093892417
41,1.6508896152178447,2.819709857304891
42,1.7855570117632549,3.3294193744659424
43,1.5430668393770854,2.9310502211252847
44,1.5257560908794403,3.0063843727111816
45,1.418516864379247,2.909056027730306
46,1.416244089603424,2.934126615524292
47,1.2797612150510151,2.9109232425689697
48,1.2355008522669475,2.933852275212606
49,1.2013281087080638,3.072575648625692
50,1.1134567260742188,3.2272648016611734
51,1.0777518302202225,3.0821526845296225
52,1.1092481811841328,3.415553013483683
53,1.0685102293888729,3.1292002201080322
54,1.032507836818695,3.0752227306365967
55,1.0017266819874446,3.042147159576416
56,0.9806601951519648,3.244311968485514
57,0.9396237482627233,3.044627825419108
58,0.9135655760765076,2.9758479595184326
59,0.8935220489899317,3.0769681135813394
60,0.8821170677741369,3.0208218097686768
61,0.8629577259222666,3.0468012491861978
62,0.8628446112076441,3.1410574913024902
63,0.8271143635114034,3.0392895539601645
64,0.8067710349957148,3.0220471223195395
65,0.78264981508255,2.9910003344217935
66,0.7677933822075526,2.9672056833902993
67,0.742888351281484,2.990398724873861
68,0.7214804589748383,2.9854023456573486
69,0.7185549437999725,2.968122959136963
70,0.6906406035025915,3.0462870597839355
71,0.6767517079909643,3.1406025091807046
72,0.6535744965076447,3.196760813395182
73,0.6319971432288488,3.121592919031779
74,0.6011902342240015,3.104319413503011
75,0.6006871486703554,3.066610336303711
76,0.6043585489193598,3.0550371011098227
77,0.5524815320968628,3.0177172819773355
78,0.531979168454806,3.0065065224965415
79,0.5153832957148552,2.9981799920399985
80,0.496114360789458,3.0197039445241294
81,0.4902873734633128,3.106600840886434
82,0.47210704535245895,3.0481510957082114
83,0.45234036942323047,3.000180164972941
84,0.43536167840162915,3.009312470753988
85,0.42661888400713605,3.016810417175293
86,0.41980831573406857,3.1891298294067383
87,0.404881293574969,3.035728375116984
88,0.39307477325201035,3.068012793858846
89,0.38237745066483814,3.098702589670817
90,0.3833472008506457,3.073491096496582
91,0.3681722904245059,3.0804075400034585
92,0.3549787923693657,3.031381845474243
93,0.34294210374355316,3.0679665406545005
94,0.34059063096841175,3.0289427439371743
95,0.32900365193684894,3.1550925572713218
96,0.3214125446975231,3.0501566727956138
97,0.31280042479435605,3.020986795425415
98,0.31256446490685147,3.0170018672943115
99,0.30364970738689107,3.0102361838022866
